row_type,code,domain,term_en,term_fa,term_ku,section_en,used_in,ku_status
metalanguage,,voice,active,جهت معلوم,ڕێژەی دیاریکراو,,Genitive > Subjective (§GenSubj); Aorist > Customary Action (Iterative) (§AorIter); Future Perfect > Future Completed Action (§Futperf); Active Voice > Active Voice (§Act); +3 more,verified
metalanguage,,voice,middle,جهت میانی,ڕێژەی ناوەندی,,Aorist > Customary Action (Iterative) (§AorIter); Future Perfect > Future Completed Action (§Futperf); Middle Voice > Indirect Reflexive Middle (§MidIndir); Middle Voice > Direct Reflexive Middle (§MidDir); +7 more,verified
metalanguage,,voice,passive,جهت مجهول,ڕێژەی نەناسراو,,Genitive > Objective (§GenObj); Dative > Agent (§DatAgent); Future Perfect > Future Completed Action (§Futperf); Middle Voice > Spontaneous Process Middle (§MidSpon); +3 more,verified
metalanguage,,voice,causative,سببی,,,Active Voice > Active Voice (§Act); Middle Voice > Indirect Reflexive Middle (§MidIndir); Middle Voice > Spontaneous Process Middle (§MidSpon),not confirmed
metalanguage,,voice,reflexive,انعکاسی,گەڕانەوەیی,,Middle Voice > Indirect Reflexive Middle (§MidIndir); Middle Voice > Direct Reflexive Middle (§MidDir); The pronoun αὐτός > Reflexive (§AutRefl),verified
metalanguage,,voice,direct reflexive,انعکاسی مستقیم,,,Middle Voice > Indirect Reflexive Middle (§MidIndir); Middle Voice > Direct Reflexive Middle (§MidDir); The pronoun αὐτός > Reflexive (§AutRefl),not confirmed
metalanguage,,voice,indirect reflexive,انعکاسی غیرمستقیم,,,Middle Voice > Indirect Reflexive Middle (§MidIndir),not confirmed
metalanguage,,voice,reciprocal,متقابل,,,Middle Voice > Reciprocal Middle (§MidRecip),not confirmed
metalanguage,,voice,spontaneous process,روند خودآیند,,,Middle Voice > Spontaneous Process Middle (§MidSpon),not confirmed
metalanguage,,voice,transitive,گذرا,تێپەڕ,,Active Voice > Active Voice (§Act); Participle > Supplementary Participle (§PartSupp),verified
metalanguage,,voice,intransitive,ناگذر,تێنەپەڕ,,Active Voice > Active Voice (§Act); Participle > Supplementary Participle (§PartSupp),verified
metalanguage,,voice,impersonal,غیرشخصی,ناکەکەسی,,Dative > Experiencer (§DatExpr); Indicative > Unfulfilled Obligation (§IndOblig); Participle > Circumstantial Participle - Accusative Absolute (§PartAcc),verified
metalanguage,,syntax,subject,فاعل / نهاد,بکەر / نیهاد,,Nominative > Subject (§NomSubj); Nominative > Predicate (§NomPred); Genitive > Subjective (§GenSubj); Genitive > In Genitive Absolute (§GenAbs); +18 more,verified
metalanguage,,syntax,object,مفعول,بەرکار,,Genitive > Objective (§GenObj); Genitive > Value (§GenVal); Genitive > Complement of the Verb (§GenVerb); Dative > Complement of the verb (§DatVerb); +11 more,verified
metalanguage,,syntax,direct object,مفعول مستقیم,بەرکاری ڕاستەوخۆ,,Dative > Complement of the verb (§DatVerb); Accusative > Direct Object (§AccObj); Accusative > Double Accusative (§AccDoubl); Active Voice > Active Voice (§Act); +2 more,verified
metalanguage,,syntax,indirect object,مفعول غیرمستقیم,بەرکاری ناڕاستەوخۆ,,Dative > Complement of the verb (§DatVerb); Middle Voice > Indirect Reflexive Middle (§MidIndir),verified
metalanguage,,syntax,predicate,مسند,پاڵدراو,,Nominative > Predicate (§NomPred); Genitive > Quality (§GenQual); Dative > Cause or Purpose (§DatCaus); Accusative > Subject of Infinitive or Participle (§AccSubj); +2 more,verified
metalanguage,,syntax,predicate position,جایگاه مسند,,,The pronoun αὐτός > Emphatic (§AutEmph),not confirmed
metalanguage,,syntax,complement,مکمل,تەواوکەر,,Genitive > Comparison (§GenComp); Infinitive > Dynamic infinitive (§InfDyn),verified
metalanguage,,syntax,attributive,وصفی,,,Genitive > Quality (§GenQual); Dative > Time (§DatTime); Participle > Attributive and Substantival Participle (§PartAttr); Article > Particular article (§ArtPart); +3 more,not confirmed
metalanguage,,syntax,substantival,اسمی,,,Participle > Attributive and Substantival Participle (§PartAttr),not confirmed
metalanguage,,syntax,agreement,مطابقت / انطباق صرفی,,,Nominative > Predicate (§NomPred); Participle > Attributive and Substantival Participle (§PartAttr); Participle > Supplementary Participle (§PartSupp); The pronoun αὐτός > Emphatic (§AutEmph),not confirmed
metalanguage,,syntax,main verb,فعل اصلی,کرداری سەرەکی,,Imperfect > Imperfect of Description (§ImpfDesc); Future > Non-indicative (§FutNoni); Infinitive > Declarative infinitive (§InfDec); Participle > Circumstantial Participle (§PartCirc); +2 more,verified
metalanguage,,syntax,agent,عامل,بکەر,,"Dative > Agent (§DatAgent); Future > Future Events or Expectations (§Fut); Middle Voice > Body Motions (§MidMotion); Middle Voice > Mental Activity, Process or Perception (§MidMent); +2 more",verified
metalanguage,,syntax,participant,شرکت‌کننده,,,Middle Voice > Reciprocal Middle (§MidRecip),not confirmed
metalanguage,,syntax,experiencer,تجربه‌گر,تاقی‌کەر,,"Dative > Experiencer (§DatExpr); Middle Voice > Speech Act Middle (§MidSpee); Middle Voice > Mental Activity, Process or Perception (§MidMent)",verified
metalanguage,,syntax,beneficiary,ذی‌نفع,,,Dative > Advantage (or Disadvantage) (§DatAdvn); Middle Voice > Indirect Reflexive Middle (§MidIndir); Middle Voice > Speech Act Middle (§MidSpee),not confirmed
metalanguage,,construction,clause,بند / عبارت,ڕستە / دەستەواژە,,Accusative > Subject of Infinitive or Participle (§AccSubj); Accusative > Oaths (§AccOath); Indicative > Assertions and Questions (§Ind); Subjunctive > In subordinate clause (§SubjSubor); +3 more,verified
metalanguage,,construction,subordinate clause,بند وابسته,,,Indicative > Assertions and Questions (§Ind); Subjunctive > In subordinate clause (§SubjSubor); Optative > In subordinate clause (§OptSubor),not confirmed
metalanguage,,construction,relative clause,عبارت موصولی,,,Indicative > Assertions and Questions (§Ind); Subjunctive > In subordinate clause (§SubjSubor); Optative > In subordinate clause (§OptSubor),not confirmed
metalanguage,,construction,temporal clause,عبارت بیان زمان,,,Indicative > Assertions and Questions (§Ind); Subjunctive > In subordinate clause (§SubjSubor); Optative > In subordinate clause (§OptSubor),not confirmed
metalanguage,,construction,conditional clause,عبارت شرطی,,,Indicative > Assertions and Questions (§Ind); Subjunctive > In subordinate clause (§SubjSubor); Optative > In subordinate clause (§OptSubor),not confirmed
metalanguage,,construction,sentence,جمله,ڕستە,,Nominative > Independent (§NomInd); Genitive > In Genitive Absolute (§GenAbs); Accusative > Subject of Infinitive or Participle (§AccSubj); Present > Customary Action (Iterative) (§PresIter); +6 more,verified
metalanguage,,construction,phrase,عبارت,دەستەواژە,,Perfect > Perfect for Future Perfect (§PerfFut); Passive Voice > Passive voice (§Pass); Infinitive > Idiomatic expressions (§InfIdio); Infinitive > Articular Infinitive (§InfArt); +1 more,verified
metalanguage,,construction,noun phrase,عبارت اسمی,,,Infinitive > Articular Infinitive (§InfArt),not confirmed
metalanguage,,construction,construction,ساختار / ساخت دستوری,پێکهاتە,,Genitive > Explanation (§GenExpl); Genitive > In Genitive Absolute (§GenAbs); Dative > Experiencer (§DatExpr); Subjunctive > In subordinate clause (§SubjSubor); +3 more,verified
metalanguage,,construction,genitive absolute,عبارت اضافی مستقل,دەستەواژەی ئیزافەی سەربەخۆ,,Genitive > In Genitive Absolute (§GenAbs); Participle > Circumstantial Participle - Genitive Absolute (§PartGen),verified
metalanguage,,construction,accusative absolute,عبارت رایی مستقل,,,Participle > Circumstantial Participle (§PartCirc); Participle > Circumstantial Participle - Accusative Absolute (§PartAcc),not confirmed
metalanguage,,construction,circumstantial participle,وجه وصفی بیان موقعیت,ئاوەڵناوی کرداری بارودۆخ,,Genitive > In Genitive Absolute (§GenAbs); Participle > Circumstantial Participle (§PartCirc); Participle > Circumstantial Participle - Genitive Absolute (§PartGen),verified
metalanguage,,construction,supplementary participle,وجه وصفی مکمل,,,Participle > Supplementary Participle (§PartSupp),not confirmed
metalanguage,,construction,attributive participle,وجه وصفی توصیفی,,,Participle > Attributive and Substantival Participle (§PartAttr),not confirmed
metalanguage,,construction,articular infinitive,مصدر با حرف تعریف,,,Infinitive > Articular Infinitive (§InfArt),not confirmed
metalanguage,,construction,dynamic infinitive,مصدر پویا,,,"Infinitive > Dynamic infinitive (§InfDyn); Infinitive > Declarative infinitive (§InfDec); Infinitive > Infinitive of Commands, Wishes, and Exclamations (§InfComm)",not confirmed
metalanguage,,construction,declarative infinitive,مصدر تبیینی,,,Infinitive > Dynamic infinitive (§InfDyn); Infinitive > Declarative infinitive (§InfDec),not confirmed
metalanguage,,construction,periphrastic,ترکیبی,,,Future Perfect > Future Completed Action (§Futperf),not confirmed
metalanguage,,feature,person,شخص,کەس,,Nominative > Independent (§NomInd); Genitive > Possessor (§GenPos); Genitive > Quality (§GenQual); Dative > Possessor (§DatPos); +19 more,verified
metalanguage,,feature,first person,اول‌شخص,کەسی یەکەم,,Aorist > Dramatic Aorist (§AorDram); Subjunctive > Hortatory Subjunctive (§SubjHort); Subjunctive > Deliberative Subjunctive (§SubjDelib),verified
metalanguage,,feature,second person,دوم‌شخص,کەسی دووەم,,"Dative > Ethical Dative (or Dative of Feeling) (§DatEthic); Future > Jussive Future (§FutJuss); Subjunctive > Prohibitive Subjunctive (§SubjProh); Infinitive > Infinitive of Commands, Wishes, and Exclamations (§InfComm)",verified
metalanguage,,feature,third person,سوم‌شخص,کەسی سێهەم,,Dative > Ethical Dative (or Dative of Feeling) (§DatEthic); Subjunctive > Prohibitive Subjunctive (§SubjProh); Article > Pronominal (§ArtPron); The pronoun αὐτός > Personal Pronoun (§AutPron),verified
metalanguage,,feature,singular,مفرد,تاک,,Genitive > Possessor (§GenPos); Dative > Experiencer (§DatExpr); Aorist > Dramatic Aorist (§AorDram); Subjunctive > Hortatory Subjunctive (§SubjHort); +3 more,verified
metalanguage,,feature,plural,جمع,کۆ,,Genitive > Possessor (§GenPos); Dative > Experiencer (§DatExpr); Subjunctive > Hortatory Subjunctive (§SubjHort); Article > Generic (§ArtGener),verified
metalanguage,,feature,neuter,خنثی,بێ‌لایەن,,Genitive > Possessor (§GenPos); Accusative > Cause or Goal (§AccCaus); Infinitive > Articular Infinitive (§InfArt); Participle > Attributive and Substantival Participle (§PartAttr); +1 more,verified
metalanguage,,feature,definite,متعین,,,Present > Resultative and Perfective Present (§PresPerf); Article > Particular article (§ArtPart),not confirmed
metalanguage,,feature,indefinite,نامتعین / نامعین,,,Dative > Experiencer (§DatExpr); Present > Resultative and Perfective Present (§PresPerf); Subjunctive > In subordinate clause (§SubjSubor); Optative > In subordinate clause (§OptSubor); +1 more,not confirmed
metalanguage,,feature,negative,منفی,نەرێنی,,Accusative > Oaths (§AccOath); Imperfect > Imperfect of Continuance (§Impf); Indicative > Assertions and Questions (§Ind); Indicative > Unattainable Wish (§IndWish); +10 more,verified
metalanguage,,feature,negation,نفی,نکۆڵی,,Imperfect > Imperfect of Continuance (§Impf); Subjunctive > Doubtful Assertion (§SubjDoubt); Subjunctive > Emphatic Denial (§SubjDenia),verified
metalanguage,,feature,emphatic,تأکیدی,,,Imperfect > Customary Action (Iterative) (§ImpfIter); Perfect > Intensive Perfect (§PerfInten); Middle Voice > Direct Reflexive Middle (§MidDir); Subjunctive > Emphatic Denial (§SubjDenia); +3 more,not confirmed
metalanguage,,notion,action,کنش,کردە,,Genitive > Subjective (§GenSubj); Genitive > Time (§GenTime); Genitive > Place (§GenLoc); Genitive > Cause (§GenCaus); +50 more,verified
metalanguage,,notion,state,حالت,حاڵەت,,Genitive > Objective (§GenObj); Genitive > Reference (§GenRef); Accusative > Respect (§AccResp); Present > Present of Continuity (§Pres); +14 more,verified
metalanguage,,notion,process,فرآیند,پرۆسە,,Present > Non-indicative (Imperfective Aspect) (§PresNoni); Imperfect > Imperfect of Consecutive Action (§ImpfCons); Future > Non-indicative (§FutNoni); Aorist > Non-indicative (Perfective Aspect) (§AorNoni); +3 more,verified
metalanguage,,notion,event,رویداد,,,Present > Present of Continuity (§Pres); Imperfect > Imperfect of Description (§ImpfDesc); Aorist > Resultative Aorist (§Aor); Aorist > Gnomic Aorist (§AorGnom); +3 more,not confirmed
metalanguage,,notion,state of mind,حالت ذهنی,حاڵەتی زەینی,,Genitive > Objective (§GenObj); Aorist > Dramatic Aorist (§AorDram),verified
metalanguage,,notion,cause,علت,هۆکار,,Genitive > Complement of the Verb (§GenVerb); Genitive > Cause (§GenCaus); Dative > Cause or Purpose (§DatCaus); Accusative > Cause or Goal (§AccCaus); +4 more,verified
metalanguage,,notion,purpose,هدف / قصد,ئامانج,,Dative > Cause or Purpose (§DatCaus); Future > Future Events or Expectations (§Fut); Future > Non-indicative (§FutNoni); Pluperfect > Past Perfect (§Pperf); +2 more,verified
metalanguage,,notion,manner,نحوه / چگونگی,شێواز,,Dative > Manner and means (§DatMean); Accusative > Adverbial (§AccAdv); Imperfect > Imperfect of Description (§ImpfDesc); Aorist > Gnomic Aorist (§AorGnom); +2 more,verified
metalanguage,,notion,means,وسیله,کەرەسە,,Dative > Manner and means (§DatMean); Dative > Accompaniment (§DatAccom); Future > Future Events or Expectations (§Fut); Middle Voice > Indirect Reflexive Middle (§MidIndir); +3 more,verified
metalanguage,,notion,instrument,ابزار,ئامێر,,Dative > Instrument (§DatInstr); Accusative > Respect (§AccResp); Passive Voice > Passive voice (§Pass),verified
metalanguage,,notion,comparison,مقایسه,بەراوردکردن,,Genitive > Complement of the Verb (§GenVerb); Genitive > Comparison (§GenComp); Dative > Measure of Difference (§DatMeas); Aorist > Gnomic Aorist (§AorGnom),verified
metalanguage,,notion,possession,مالکیت,خاوەنایەتی,,Genitive > Possessor (§GenPos); Dative > Possessor (§DatPos); Dative > Agent (§DatAgent); Aorist > Resultative Aorist (§Aor),verified
metalanguage,,notion,possessor,مالک,خاوەن,,Genitive > Possessor (§GenPos); Article > Possession (§ArtPoss),verified
metalanguage,,notion,speaker,گوینده,,,Dative > Ethical Dative (or Dative of Feeling) (§DatEthic); Future > Future Events or Expectations (§Fut); Aorist > Dramatic Aorist (§AorDram); Subjunctive > Deliberative Subjunctive (§SubjDelib); +1 more,not confirmed
metalanguage,,notion,command,فرمان / امر,,,Future > Jussive Future (§FutJuss); Aorist > Suggestive Questions and Requests (§AorSug); Optative > Command or Request (§OptComm); Imperative > Command or Prohibition (§ImprComm); +2 more,not confirmed
metalanguage,,notion,prohibition,نهی,,,Future > Jussive Future (§FutJuss); Subjunctive > Prohibitive Subjunctive (§SubjProh); Imperative > Command or Prohibition (§ImprComm),not confirmed
metalanguage,,notion,wish,آرزو,,,Indicative > Unattainable Wish (§IndWish); Optative > Optative of Wish (§OptWish); Optative > Command or Request (§OptComm); Optative > In subordinate clause (§OptSubor); +1 more,not confirmed
metalanguage,,notion,question,پرسش,,,Accusative > Oaths (§AccOath); Future > Hypothesis or General Truth (§FutHypo); Aorist > Suggestive Questions and Requests (§AorSug); Indicative > Assertions and Questions (§Ind); +1 more,not confirmed
metalanguage,,notion,general truth,حقایق کلی,,,Present > Customary Action (Iterative) (§PresIter); Future > Hypothesis or General Truth (§FutHypo); Aorist > Gnomic Aorist (§AorGnom),not confirmed
metalanguage,,notion,verbs of saying,افعال گفتن,,,Genitive > Reference (§GenRef); Middle Voice > Speech Act Middle (§MidSpee); Infinitive > Idiomatic expressions (§InfIdio); Infinitive > Articular Infinitive (§InfArt),not confirmed
metalanguage,,notion,verbs of emotion,افعال بیان احساسات,,,Genitive > Cause (§GenCaus); Dative > Cause or Purpose (§DatCaus); Participle > Supplementary Participle (§PartSupp),not confirmed
